#SampleID	split-libraries	adaptor-clean-up	cr_silva_seqs	cr_gg_seqs	or_gg_seqs	deblur_100nt_seqs	deblur_150nt_seqs
1774.316.Skin.Puer	18076	15189	9363	9250	13775	6517	0
1774.317.Skin.Puer	28603	28430	26743	26465	28183	15741	0
1774.318.Skin.Puer	67548	67492	51879	50571	65774	32348	0
1774.319.Inte.Puer	24641	24608	22769	22533	24406	14219	0
1774.31BI23.10.09	56848	47441	43667	43191	52689	23224	0
1774.31Fecal23.10.09	37723	37712	33434	32165	36937	19706	0
1774.31Nasal23.10.09	50757	50736	48636	48365	50562	30147	0
1774.32.Skin.Puer	26105	25978	24829	24609	25790	14758	0
1774.320.Oral.Puer	19698	18088	17401	17307	19025	11186	0
1774.321.Skin.Puer	34783	25569	22251	21606	31715	13529	0
1774.322.Skin.Puer	7494	4926	4315	4232	6661	2631	0
1774.323.Skin.Puer	37	37	35	33	37	14	0
1774.324.Inte.Puer	37896	35730	33476	33321	36040	20352	0
1774.325.Vagi.Puer	80	79	71	71	78	45	0
1774.32BI23.10.09	20011	18417	16780	16581	19056	9305	0
1774.32Fecal23.10.09	39033	39023	33147	31267	38590	20942	0
1774.32Oral23.10.09	36901	36722	34216	33775	36512	19351	0
1774.33.Inte.Puer	31078	30703	28707	28358	30346	17622	0
1774.331.Oral.Puer	52016	51892	49882	49682	51712	32993	0
1774.332.Skin.Puer	11137	1587	869	860	8348	552	0
1774.333.Skin.Puer	8	8	5	5	8	0	0
1774.334.Skin.Puer	89863	89751	88006	87579	89561	54884	0
1774.335.Inte.Puer	44404	44369	40396	39793	43854	24353	0
1774.336.Vagi.Puer	28438	28168	26718	26111	28088	16839	0
1774.337.Oral.Puer	30325	30086	29245	29041	30071	19161	0
1774.338.Skin.Puer	42520	40913	38649	37142	41371	22276	0
1774.339.Skin.Puer	44760	44661	42318	41653	44396	25217	0
1774.33BI23.10.09	26502	25166	23151	22752	25495	11738	0
1774.33Fecal23.10.09	35716	35713	32974	31878	35207	19108	0
1774.34.Oral.Puer	73106	71047	67712	67108	71649	40556	0
1774.340.Skin.Puer	27297	13496	12339	12286	24413	6872	0
1774.341.Inte.Puer	45294	44919	42049	41697	44721	26385	0
1774.342.Oral.Puer	36581	36536	35478	35283	36455	23035	0
1774.343.Skin.Puer	32078	30545	26645	26169	30793	16370	0
1774.344.Skin.Puer	4	4	1	1	4	0	0
1774.345.Skin.Puer	42779	40937	35951	34964	40188	18772	0
1774.346.Inte.Puer	64885	64876	60488	60140	64228	38695	0
1774.347.Vagi.Puer	16461	13355	12523	12416	15723	8408	0
1774.348.Oral.Puer	40890	40872	39568	39113	40721	25909	0
1774.349.Skin.Puer	57453	57368	51405	51034	56552	32578	0
1774.34BI23.10.09	34354	34310	31230	30535	33601	15432	0
1774.34Nasal23.10.09	12156	12060	8553	8529	12024	7185	0
1774.34Oral23.10.09	48861	48754	45975	45583	48414	25234	0
1774.35.Skin.Puer	51364	40646	28703	28544	40509	19082	0
1774.350.Skin.Puer	39403	39080	34367	33465	38803	21028	0
1774.351.Skin.Puer	40277	40266	39275	38686	40111	25239	0
1774.352.Inte.Puer	61394	61288	57596	56146	60803	33178	0
1774.353.Oral.Puer	37666	37645	36513	36225	37501	22350	0
1774.354.Skin.Puer	52989	52510	49318	48868	51182	31986	0
1774.355.Skin.Puer	25054	24930	23930	23748	24863	14494	0
1774.356.Skin.Puer	20210	17283	16360	16223	19485	11207	0
1774.357.Inte.Puer	61551	61252	59643	59640	61228	42987	0
1774.358.Vagi.Puer	31361	31173	28904	28518	30786	18377	0
1774.359.Oral.Puer	37285	37273	36062	35998	37151	22122	0
1774.35BI23.10.09	31020	27315	22559	22059	27256	10596	0
1774.35Fecal23.10.09	42355	42266	39069	38603	42000	22654	0
1774.35Nasal23.10.09	31373	31316	28404	28020	31036	16759	0
1774.35Oral23.10.09	61813	61678	58748	58041	61386	33488	0
1774.36.Skin.Puer	4714	4008	3749	3710	4403	2256	0
1774.360.Skin.Puer	62303	62244	57456	57068	61689	37128	0
1774.361.Skin.Puer	28152	27880	26407	26158	27710	15620	0
1774.362.Skin.Puer	64188	64160	61837	61107	63819	34012	0
1774.363.Inte.Puer	24	24	11	10	24	0	0
1774.36BI23.10.09	36228	34371	31737	31315	35059	16564	0
1774.36Fecal23.10.09	18	18	14	12	17	0	0
1774.36Oral23.10.09	62076	61994	58811	57779	61709	35680	0
1774.37.Skin.Puer	33270	33180	31161	30734	32806	18708	0
1774.375.Oral.Puer	38097	38090	36873	36733	37945	22065	0
1774.376.Skin.Puer	79585	79187	73161	72635	78734	47141	0
1774.377.Skin.Puer	42792	42771	40193	39177	42313	23794	0
1774.378.Skin.Puer	90116	90065	82706	80628	88340	45888	0
1774.379.Inte.Puer	93239	90103	84295	83277	89739	49941	0
1774.37BI23.10.09	65711	64748	59392	58537	64070	31222	0
1774.37Fecal23.10.09	38484	31506	28034	27418	35720	17135	0
1774.37Nasal23.10.09	31414	31393	25954	26013	31163	18228	0
1774.38.Inte.Puer	31904	31846	30007	29719	31596	18080	0
1774.380.Vagi.Puer	36654	36426	28885	28125	36105	21323	0
1774.381.Oral.Puer	37673	37648	36285	35957	37469	22187	0
1774.382.Skin.Puer	38260	35086	28688	28503	33456	19159	0
1774.383.Skin.Puer	43886	43680	41272	40836	43424	26720	0
1774.384.Skin.Puer	70196	70077	66699	65651	69701	38980	0
1774.385.Inte.Puer	35568	35144	33004	32301	34897	19433	0
1774.38BI23.10.09	34320	34012	29039	28333	33239	15953	0
1774.38Fecal23.10.09	37795	37729	35057	34541	37041	20366	0
1774.38Oral23.10.09	78217	78001	74037	72997	77701	44729	0
1774.39.Vagi.Puer	26379	26377	25713	25690	26279	18248	0
1774.397.Oral.Puer	36930	36902	35592	35437	36800	22845	0
1774.398.Skin.Puer	65477	61852	56716	56178	61378	34019	0
1774.399.Skin.Puer	34078	32809	30749	30398	33353	18502	0
1774.39BI23.10.09	79566	79484	72703	71403	77974	35505	0
1774.39Fecal23.10.09	26497	26443	24554	23208	26168	13753	0
1774.39Oral23.10.09	27365	27212	26131	25818	27069	16217	0
1774.3BI22.10.09	40729	39603	32059	31276	37613	16711	0
1774.3Fecal22.10.09	27764	26731	24579	24470	27266	14356	0
1774.3Nasal22.10.09	65498	65356	57434	56505	64643	35096	0
1774.3Oral22.10.09A	41519	41244	39001	38321	41014	22992	0
1774.4.Skin.Puer	45329	45224	43574	43005	44963	24357	0
1774.40.Oral.Puer	65095	64989	61254	60568	64625	37293	0
1774.400.Skin.Puer	51460	51304	48558	47813	50795	28672	0
1774.401.Inte.Puer	27390	27382	25463	25311	26985	15131	0
1774.402.Vagi.Puer	41419	41407	38823	38526	41098	24775	0
1774.403.Oral.Puer	25711	25487	24574	24411	25521	14748	0
1774.404.Skin.Puer	39042	37132	34624	34493	37470	21217	0
1774.405.Skin.Puer	22736	8008	6472	6431	19775	4010	0
1774.406.Skin.Puer	115199	113920	102909	101719	113931	66575	0
1774.407.Inte.Puer	26980	26896	25069	24985	26692	15623	0
1774.408.Oral.Puer	32313	30791	28355	28039	30024	18391	0
1774.409.Skin.Puer	59338	59240	56808	56208	58979	36003	0
1774.40BI23.10.09	30699	28804	25973	25451	29144	13129	0
1774.40Fecal23.10.09	33024	32965	29741	28910	32218	18123	0
1774.40Oral23.10.09	28486	28379	26836	26469	28172	15438	0
1774.41.Skin.Puer	17003	944	90	90	13985	32	0
1774.410.Skin.Puer	46081	39013	36325	36264	43425	24025	0
1774.411.Skin.Puer	26311	25968	24931	24696	25920	15186	0
1774.412.Inte.Puer	22	21	18	18	21	8	0
1774.413.Vagi.Puer	41538	41521	38785	38553	41093	23526	0
1774.414.Oral.Puer	33289	33256	31559	31212	33066	19331	0
1774.415.Skin.Puer	23665	22493	17591	14892	20703	12130	0
1774.416.Skin.Puer	36902	22623	20411	20167	34726	12562	0
1774.417.Skin.Puer	37654	37171	35376	35217	37065	21925	0
1774.418.Inte.Puer	51341	51300	46865	46161	50840	29277	0
1774.41BI23.10.09	34149	34129	31046	30538	33505	15958	0
1774.41Fecal23.10.09	43013	40385	37378	37030	41704	23232	0
1774.42.Skin.Puer	18	18	16	15	18	4	0
1774.42BI23.10.09	42478	42429	38224	37240	41460	18745	0
1774.42Fecal23.10.09	35821	35588	31436	30056	35291	19326	0
1774.42Nasal23.10.09	58401	58387	54432	53702	58071	32326	0
1774.42Oral23.10.09	37636	37629	35144	34220	37376	21600	0
1774.43.Skin.Puer	61	61	52	50	59	17	0
1774.430.Oral.Puer	36918	36906	35635	35389	36800	23718	0
1774.431.Skin.Puer	19180	18489	16645	16564	18086	11071	0
1774.432.Skin.Puer	54047	42377	39395	38876	50867	23537	0
1774.433.Skin.Puer	47695	47494	44414	43935	46898	23639	0
1774.434.Inte.Puer	31407	31115	28985	28832	30928	17172	0
1774.435.Vagi.Puer	34356	34263	31907	31649	34041	19947	0
1774.436.Oral.Puer	43321	43206	41413	41159	43063	27570	0
1774.437.Skin.Puer	20976	16741	13426	13218	17134	8900	0
1774.438.Skin.Puer	6	6	3	3	6	0	0
1774.439.Skin.Puer	44914	44893	43698	43315	44669	25549	0
1774.43BI23.10.09	25086	24435	21434	20878	24115	10345	0
1774.43Fecal23.10.09	33887	33807	30721	30116	33290	19105	0
1774.43Oral23.10.09	28677	28666	27263	26876	28509	15861	0
1774.44.Inte.Puer	27766	22895	21934	21746	26506	13256	0
1774.440.Inte.Puer	31086	31083	28935	28606	30648	17462	0
1774.441.Oral.Puer	44740	44671	41906	41641	44225	24038	0
1774.442.Skin.Puer	56858	56498	50369	50074	54875	31838	0
1774.443.Skin.Puer	68971	33173	29617	29233	62943	18263	0
1774.444.Skin.Puer	52203	52101	49022	48559	51528	29035	0
1774.445.Inte.Puer	44859	36744	31723	31267	38211	19732	0
1774.446.Vagi.Puer	30075	29510	27899	27766	29708	17121	0
1774.447.Oral.Puer	37973	37967	35877	35029	37802	23627	0
1774.448.Skin.Puer	73078	72998	70666	69223	72602	45605	0
1774.449.Skin.Puer	15	15	1	1	14	0	0
1774.44BI23.10.09	40020	39242	35551	34691	38898	18405	0
1774.44Fecal23.10.09	28622	28323	26149	25729	27672	15059	0
1774.44Oral23.10.09	40619	40607	38775	38348	40378	21074	0
1774.450.Skin.Puer	24570	22881	21875	21619	23951	13392	0
1774.451.Inte.Puer	26902	22319	20349	20306	24442	12522	0
1774.452.Oral.Puer	38192	38168	36795	36603	38015	23215	0
1774.453.Skin.Puer	26469	23357	20371	20193	25115	12929	0
1774.454.Skin.Puer	3	1	1	1	3	0	0
1774.455.Skin.Puer	41932	40874	34733	33678	40530	19124	0
1774.456.Inte.Puer	46791	46770	43804	43469	46262	26092	0
1774.457.Vagi.Puer	25645	25387	24505	24444	25374	15193	0
1774.458.Oral.Puer	37349	37329	35979	35397	37227	25167	0
1774.459.Skin.Puer	61143	61005	58709	57112	60715	36809	0
1774.45BI23.10.09	36149	35637	31794	31190	35042	15789	0
1774.45Fecal23.10.09	32119	32102	27414	26712	31750	18029	0
1774.460.Skin.Puer	26879	6400	4645	4532	22955	2889	0
1774.461.Skin.Puer	55538	55283	53433	53031	55163	32118	0
1774.462.Inte.Puer	32947	32879	31136	30923	32420	18313	0
1774.463.Oral.Puer	49904	49799	48111	48014	49651	30467	0
1774.464.Skin.Puer	6	6	6	6	6	0	0
1774.465.Skin.Puer	20070	10009	8241	7781	17662	5029	0
1774.466.Skin.Puer	45730	45710	39587	39314	45304	25517	0
1774.467.Inte.Puer	31148	30499	28911	28627	30462	16970	0
1774.468.Vagi.Puer	18833	8753	7061	7054	16927	4829	0
1774.469.Oral.Puer	39534	39527	37449	36754	39351	23740	0
1774.46BI23.10.09	36934	36863	33959	33386	36275	17842	0
1774.46Fecal23.10.09	27420	27386	25372	24662	27033	15097	0
1774.46Nasal23.10.09	24462	24422	22631	22379	24150	13415	0
1774.470.Skin.Puer	50914	49229	46762	45728	49954	29352	0
1774.471.Skin.Puer	49176	31112	25944	24406	44449	16993	0
1774.472.Skin.Puer	37657	37632	34900	34004	37002	22829	0
1774.473.Inte.Puer	37002	36993	35255	35245	36686	23134	0
1774.474.Oral.Puer	38904	38897	37728	37604	38805	25260	0
1774.475.Skin.Puer	20979	16638	14252	14159	17814	8990	0
1774.476.Skin.Puer	50624	48714	45075	44412	48685	26870	0
1774.477.Skin.Puer	47776	47747	43340	42390	46849	24438	0
1774.478.Inte.Puer	36928	36922	34071	33891	36561	21086	0
1774.479.Vagi.Puer	40221	39335	36146	36107	38793	26122	0
1774.47BI23.10.09	43425	43365	39255	38484	42447	18687	0
1774.47Fecal23.10.09	27463	27424	25033	24783	26940	15378	0
1774.47Nasal23.10.09	33609	32959	31119	30943	33213	20355	0
1774.480.Oral.Puer	55905	55889	53813	53348	55719	34903	0
1774.481.Skin.Puer	18373	12702	10954	10882	16062	7220	0
1774.482.Skin.Puer	35225	29092	26779	26144	33863	16680	0
1774.483.Skin.Puer	31949	31904	30546	30185	31642	18780	0
1774.484.Inte.Puer	30	30	22	22	30	5	0
1774.485.Oral.Puer	43219	42993	41380	41051	42876	24886	0
1774.486.Skin.Puer	9105	3529	2682	2670	7078	1633	0
1774.487.Skin.Puer	56432	54664	52300	51680	55619	29136	0
1774.488.Skin.Puer	56475	56425	53719	53092	56004	30567	0
1774.489.Inte.Puer	42838	42826	39926	39981	42502	24788	0
1774.48BI23.10.09	29857	28150	25388	24955	28661	13266	0
1774.48Fecal23.10.09	33321	33313	30750	30028	33003	20463	0
1774.48Oral23.10.09	44540	44418	41496	40983	44145	24168	0
1774.490.Vagi.Puer	36914	36526	34128	33146	36248	20500	0
1774.491.Oral.Puer	55715	55696	52764	51819	55325	30802	0
1774.492.Skin.Puer	39870	39267	37233	36856	38956	21959	0
1774.493.Skin.Puer	52283	51775	49448	49226	51497	30648	0
1774.494.Skin.Puer	68649	68582	64867	64209	67925	37366	0
1774.495.Inte.Puer	33464	33460	31416	31258	33229	19291	0
1774.496.Oral.Puer	49372	49156	47546	47295	49091	30093	0
1774.497.Skin.Puer	35409	35101	32362	32080	34653	19643	0
1774.498.Skin.Puer	53926	2734	80	79	46718	26	0
1774.499.Skin.Puer	80181	80086	77170	76706	79668	47567	0
1774.49BI23.10.09	22533	22471	20439	20104	21977	10153	0
1774.49Fecal23.10.09	59420	59412	52719	50113	58674	31363	0
1774.49Nasal23.10.09	29330	29312	27769	27530	29050	16934	0
1774.49Vaginal23.10.09	44364	44138	42854	42820	43885	30356	0
1774.4BI22.10.09	44583	43881	40529	39982	43323	22425	0
1774.4Fecal22.10.09	31674	31641	28294	27722	31282	17944	0
1774.4Oral22.10.09	46737	46724	43448	42628	46401	25281	0
1774.5.Inte.Puer	26613	26599	24973	23967	26342	14856	0
1774.500.Inte.Puer	39868	39850	37042	36913	39506	21653	0
1774.501.Vagi.Puer	33416	33383	32405	32385	33259	22439	0
1774.502.Oral.Puer	40560	40539	38564	38077	40366	24487	0
1774.503.Skin.Puer	54881	53348	51087	49319	53753	28782	0
1774.504.Skin.Puer	51943	30007	26778	26222	47961	15927	0
1774.505.Skin.Puer	87894	87486	85414	84969	87478	50724	0
1774.506.Inte.Puer	33459	33446	31356	31197	33144	19017	0
1774.50BI23.10.09	39341	39311	35699	34514	38460	17008	0
1774.50Nasal23.10.09	31911	31820	29912	29948	31585	18993	0
1774.50Oral23.10.09	60583	60562	58064	57505	60272	34529	0
1774.513.Oral.Puer	36341	36335	35126	34793	36219	22576	0
1774.514.Skin.Puer	62004	61804	52821	48627	60271	30467	0
1774.515.Skin.Puer	61104	51719	43391	39148	57678	24017	0
1774.516.Skin.Puer	40815	40766	39650	39216	40555	24219	0
1774.517.Inte.Puer	44223	44144	40772	40034	43698	24750	0
1774.518.Oral.Puer	31384	31315	30076	29821	31203	18752	0
1774.519.Skin.Puer	41855	38636	36046	35019	39905	21562	0
1774.51BI23.10.09	34327	34173	32735	32400	33934	19019	0
1774.51Fecal23.10.09	40205	40118	34826	33494	39553	22241	0
1774.51Nasal23.10.09	22854	22843	21652	21569	22725	13282	0
1774.51Vaginal23.10.09	151684	151000	143611	140828	149938	93397	0
1774.520.Skin.Puer	47034	25505	22064	21725	41932	13731	0
1774.521.Skin.Puer	45863	45737	44415	44161	45614	24991	0
1774.522.Inte.Puer	47962	47949	45036	44704	47585	27386	0
1774.523.Vagi.Puer	34773	34230	32912	32772	33941	22859	0
1774.524.Oral.Puer	39625	39619	38506	38206	39485	24445	0
1774.525.Skin.Puer	76010	73974	69596	68930	72825	43824	0
1774.526.Skin.Puer	86616	83753	77036	75711	82858	45866	0
1774.527.Skin.Puer	41577	41305	37202	36381	40592	23141	0
1774.528.Inte.Puer	31768	31509	29477	28196	31388	17926	0
1774.529.Oral.Puer	27441	26775	25686	25470	26958	16024	0
1774.52BI23.10.09	43287	43267	40481	39788	42752	21687	0
1774.52Fecal23.10.09	39697	39692	35210	34239	39084	22933	0
1774.52Nasal23.10.09	3	3	1	1	3	0	0
1774.530.Skin.Puer	20396	17194	15065	14027	19085	10125	0
1774.531.Skin.Puer	70193	21418	12020	8021	62148	10072	0
1774.532.Skin.Puer	43077	42924	41325	40850	42741	25841	0
1774.533.Inte.Puer	38155	38076	36080	35765	37835	22431	0
1774.53BI23.10.09	49480	49372	45560	44813	48622	22861	0
1774.53Fecal23.10.09	32422	32413	30203	29952	32067	18163	0
1774.53Nasal23.10.09	24511	24476	23275	23203	24422	14459	0
1774.53Oral23.10.09	46623	46606	43996	42798	46390	27520	0
1774.54BI23.10.09	47879	47774	43608	42931	46919	22107	0
1774.54Fecal23.10.09	38208	37934	35624	35040	37461	20519	0
1774.55BI23.10.09	36182	35043	32597	31975	35369	16736	0
1774.55Nasal23.10.09	28427	28380	25566	25341	28027	14945	0
1774.56.Oral.Puer	35572	34942	33276	32751	34600	20875	0
1774.56BI23.10.09	28845	28820	26130	25702	28151	13051	0
1774.56Nasal23.10.09	30137	30023	27124	26656	29626	15901	0
1774.56Oral23.10.09	22233	22110	21262	20996	22005	12507	0
1774.56Vaginal23.10.09	33395	33379	30847	29753	33135	18988	0
1774.57.Skin.Puer	3	3	1	1	3	0	0
1774.57BI23.10.09	34771	34691	32611	32300	34353	18635	0
1774.57Fecal23.10.09	24747	24171	23050	22611	24271	13349	0
1774.57Nasal23.10.09	33492	32622	30250	30196	33276	18958	0
1774.58.Skin.Puer	43509	43429	41898	41579	43238	25063	0
1774.58BI24.10.09	33725	33713	31349	30756	33186	15003	0
1774.58Nasal24.10.09	25004	24790	23405	23129	24758	14040	0
1774.58Oral24.10.09	37577	37554	35232	34521	37243	19235	0
1774.59.Skin.Puer	35333	34837	33543	33326	34840	20925	0
1774.59BI24.10.09	37717	37649	34645	34017	36922	17475	0
1774.59Nasal24.10.09	17961	17942	16332	16225	17800	9840	0
1774.5BI22.10.09	69768	69640	63743	62607	68547	33854	0
1774.5Fecal22.10.09	31363	31275	29941	29858	31037	17989	0
1774.5Oral22.10.09	31840	31747	29639	29429	31301	16158	0
1774.6.Vagi.Puer	37376	37319	35405	33873	36991	20198	0
1774.60.Inte.Puer	47545	47536	44426	43774	47195	28240	0
1774.60BI24.10.09	34245	34239	31886	31390	33774	18412	0
1774.60Fecal24.10.09	27595	27542	24671	22835	27205	14771	0
1774.60Nasal24.10.09	25732	25385	23592	23240	25349	13430	0
1774.61.Vagi.Puer	34307	32215	28852	28731	30584	19708	0
1774.61BI24.10.09	38967	38955	36535	35871	38477	18968	0
1774.61Nasal24.10.09	22880	22847	20707	20657	22577	13294	0
1774.61Oral24.10.09	44681	44643	41968	41278	44413	24801	0
1774.61Vaginal24.10.09	36259	36255	32012	30161	35873	20271	0
1774.62.Oral.Puer	38365	36957	35114	34926	37859	20466	0
1774.62BI24.10.09	34664	34612	32071	31570	34122	17479	0
1774.62Nasal24.10.09	18277	18228	7742	7718	18061	10917	0
1774.62Oral24.10.09	37098	36972	34885	34608	36622	19803	0
1774.63.Skin.Puer	23975	21063	19371	19221	22603	12255	0
1774.63BI24.10.09	48696	48376	45401	44730	47884	24044	0
1774.63Fecal24.10.09	36294	36291	26257	25897	35834	20273	0
1774.63Nasal24.10.09	22067	22061	9685	9635	21847	12707	0
1774.64.Skin.Puer	54819	54670	52501	52002	54493	31853	0
1774.64BI24.10.09	28394	27269	25385	25106	27758	14455	0
1774.64Fecal24.10.09	62761	62755	60612	59826	62329	37381	0
1774.64Nasal24.10.09	21263	21253	20118	19911	21107	11703	0
1774.64Oral24.10.09	33033	32936	31576	31421	32848	20379	0
1774.65.Skin.Puer	41405	41388	40105	39731	41063	24856	0
1774.65BI24.10.09	32214	32183	30191	29679	31847	15518	0
1774.65Fecal24.10.09	55077	54969	49912	49522	53974	28090	0
1774.65Nasal24.10.09	9	9	8	8	9	0	0
1774.65Oral24.10.09	56223	55971	53506	53184	55620	30583	0
1774.66.Inte.Puer	29945	29918	27327	27048	29690	17708	0
1774.66BI24.10.09	25748	25740	23833	23434	25340	12781	0
1774.66Fecal24.10.09	72939	72905	58910	58318	71785	39998	0
1774.66Oral24.10.09	55216	55207	51840	51057	54844	31135	0
1774.67BI24.10.09	33043	32963	30719	30238	32568	17116	0
1774.67Fecal24.10.09	77746	77663	68049	67328	76805	42453	0
1774.67Oral24.10.09	40646	40498	38406	37741	40212	21094	0
1774.69BI24.10.09	36490	36455	32962	32341	35654	16931	0
1774.69Fecal24.10.09	32	7	3	3	16	0	0
1774.69Nasal24.10.09	2	2	1	1	2	0	0
1774.69Oral24.10.09	37459	37127	35029	34577	36847	19386	0
1774.6BI22.10.09	58153	57366	53066	52532	55939	28959	0
1774.6Fecal22.10.09	22	22	21	20	22	0	0
1774.6Oral22.10.09	4339	2065	1930	1905	3931	1090	0
1774.7.Oral.Puer	22695	20662	19746	19508	22479	11679	0
1774.7BI22.10.09	42304	38795	34671	34184	39404	17872	0
1774.7Nasal22.10.09	48813	48746	45512	44677	48423	29678	0
1774.7Oral22.10.09	39271	39203	37298	36616	39017	22024	0
1774.8.Skin.Puer	1792	824	731	729	1413	426	0
1774.8BI22.10.09	54677	54298	49204	48171	53490	25788	0
1774.8Fecal22.10.09	40946	40781	36417	36039	40174	22855	0
1774.8Oral22.10.09	36935	36870	34928	34240	36660	20096	0
1774.8Vaginal22.10.09	47360	47349	46120	46111	47174	33336	0
1774.9.Skin.Puer	57752	57710	55396	54853	57293	33712	0
1774.95.Oral.Puer	38149	37658	36428	36043	37719	23089	0
1774.96.Skin.Puer	3	3	1	1	3	0	0
1774.97.Skin.Puer	53651	53541	49754	48831	53141	29935	0
1774.98.Skin.Puer	70521	70446	69310	69050	70329	43528	0
1774.99.Inte.Puer	32076	32050	30499	29990	31715	19138	0
1774.9BI22.10.09	45190	45063	40925	40472	44582	22527	0
1774.9Fecal22.10.09	42972	42425	38382	37872	41803	22810	0
1774.9Nasal22.10.09	41010	40979	38868	38772	40745	24106	0
1774.BLANK1	8	8	2	2	8	0	0
1774.BLANK10	7	6	2	2	5	0	0
1774.BLANK100	6	6	2	2	5	0	0
1774.BLANK101	14	14	4	4	14	0	0
1774.BLANK102	9	9	4	4	9	0	0
1774.BLANK103	11	11	6	6	11	0	0
1774.BLANK104	4	4	1	1	4	0	0
1774.BLANK105	7	7	2	2	7	0	0
1774.BLANK106	5	5	3	3	5	0	0
1774.BLANK107	3	3			3	0	0
1774.BLANK108	7	7	4	4	5	0	0
1774.BLANK109	3	3			2	0	0
1774.BLANK11	9	8	4	4	8	0	0
1774.BLANK110	2	2			2	0	0
1774.BLANK111	9	9	2	2	9	0	0
1774.BLANK112	24	24	17	16	24	0	0
1774.BLANK113	15	15	4	4	15	0	0
1774.BLANK12	14	14	10	9	14	0	0
1774.BLANK13	7	6			6	0	0
1774.BLANK14	6	6	4	4	6	0	0
1774.BLANK15	5	2	1	1	3	0	0
1774.BLANK2	2	2	1	1	2	0	0
1774.BLANK24	4	2			2	0	0
1774.BLANK25	5	5			5	0	0
1774.BLANK26	6	6	1	1	5	0	0
1774.BLANK27	3	3			3	0	0
1774.BLANK28	10	6	2	2	6	0	0
1774.BLANK29	4	4			4	0	0
1774.BLANK3	12	10	8	8	10	4	0
1774.BLANK30	3	3	1	1	3	0	0
1774.BLANK31	5	5			5	0	0
1774.BLANK32	24273	445	9	9	21994	4	0
1774.BLANK33	3	3			2	0	0
1774.BLANK34	2	1			1	0	0
1774.BLANK35	2	2			2	0	0
1774.BLANK36	4	4	2	2	4	0	0
1774.BLANK37	1	1			1	0	0
1774.BLANK38	4	4	1	1	4	0	0
1774.BLANK39	2	2			1	0	0
1774.BLANK4	20	20	18	18	20	0	0
1774.BLANK40	3	3			3	0	0
1774.BLANK41	2	2			2	0	0
1774.BLANK42	42148	1269	54	54	38262	31	0
1774.BLANK43	2	2			2	0	0
1774.BLANK44	1	1			1	0	0
1774.BLANK45	1	1			1	0	0
1774.BLANK46	8	8			8	0	0
1774.BLANK47	27	27	20	19	27	6	0
1774.BLANK48	1	1			1	0	0
1774.BLANK49	2	2			2	0	0
1774.BLANK5	33	33	26	26	32	0	0
1774.BLANK50	1	1			1	0	0
1774.BLANK51	6	6	1	1	6	0	0
1774.BLANK52	11	11	1	1	11	0	0
1774.BLANK53	3	3			2	0	0
1774.BLANK54	6	6			6	0	0
1774.BLANK55	2	2			2	0	0
1774.BLANK56	10	5	5	5	7	0	0
1774.BLANK57	5	5	1	1	5	0	0
1774.BLANK58	1	1	1	1	1	0	0
1774.BLANK59	3	3			3	0	0
1774.BLANK6	6	4	1	1	5	0	0
1774.BLANK60	2	2			2	0	0
1774.BLANK61	3	3			3	0	0
1774.BLANK62	4	4			4	0	0
1774.BLANK63	11	11			11	0	0
1774.BLANK64	27999	2205	636	631	25431	402	0
1774.BLANK65	3	3			3	0	0
1774.BLANK66	2	2			2	0	0
1774.BLANK67	4	4	1	1	4	0	0
1774.BLANK68	7	5	1	1	6	0	0
1774.BLANK69	6	6			6	0	0
1774.BLANK7	8831	424	8	8	7284	0	0
1774.BLANK70	4	4			4	0	0
1774.BLANK71	6	6			6	0	0
1774.BLANK72	24	24	20	20	23	6	0
1774.BLANK73	3	3	2	2	2	0	0
1774.BLANK74	39	39	38	38	39	20	0
1774.BLANK75	59	59	53	52	59	26	0
1774.BLANK76	17	17	15	15	17	0	0
1774.BLANK77	25	25	24	24	25	13	0
1774.BLANK78	21	21	14	14	21	0	0
1774.BLANK79	8	8			8	0	0
1774.BLANK8	2	2	1	1	2	0	0
1774.BLANK80	26668	26574	25495	25441	26374	15294	0
1774.BLANK88	36003	35876	34655	34064	35715	20310	0
1774.BLANK9	6	5	4	4	5	0	0
1774.BLANK98	4	4	1	1	3	0	0
1774.BLANK99	3	3			3	0	0
1774.Blank16	5	2	1	1	3	0	0
1774.Blank17	2	2	2	2	2	0	0
1774.Blank18	1	1				0	0
1774.Blank19	8	5	3	3	6	0	0
1774.Blank20	3	3	1	1	3	0	0
1774.Blank21	28476	2552	163	168	25296	108	0
1774.Blank22	2	2			2	0	0
1774.Blank23	6	6	5	5	6	0	0
1774.Blank81	55	55	48	49	55	19	0
1774.Blank82	23185	22023	17651	17172	22668	12913	0
1774.Blank83	24257	23261	19407	18735	23699	13965	0
1774.Blank84	30	30	28	26	30	10	0
1774.Blank85	8918	797	73	73	7896	45	0
1774.Blank86	5	5	1	1	5	0	0
1774.Blank87	62	58	53	52	57	16	0
1774.Blank89	9	8	6	6	8	4	0
1774.Blank90	4	4	2	2	4	0	0
1774.Blank91	8	8	5	5	7	0	0
1774.Blank92	4	4	3	3	4	0	0
1774.Blank93	4	4	1	1	4	0	0
1774.Blank94	3	3			3	0	0
1774.Blank95	9	9	1	1	9	0	0
1774.Blank96	0	0					
1774.Blank97	4	4	2	1	4	0	0
1774.L4.1Milk.Puer	2	2	1	1	2	0	0
