#SampleID	split-libraries	adaptor-clean-up	cr_silva_seqs	cr_gg_seqs	or_gg_seqs	deblur_100nt_seqs	deblur_150nt_seqs
1521.AG3.s.8.1.sequences	123514	109075	81007	79908	121453	0	0
1521.AG2.s.8.1.sequences	174539	168813	143824	142023	172338	0	0
1521.AG1.s.8.1.sequences	138033	128429	95919	92483	134205	0	0
1521.U5.s.7.1.sequences	15530	15517	8574	8561	15440	0	0
1521.EB147.s.6.1.sequences	129773	126875	109423	105284	125548	0	0
1521.EB146.s.6.1.sequences	114301	112777	96692	92420	112247	0	0
1521.EB145.s.6.1.sequences	182273	168421	137521	131358	169744	0	0
1521.EB144.s.6.1.sequences	305415	292123	245958	233279	289447	0	0
1521.EB143.s.6.1.sequences	325596	323448	279585	268088	316941	0	0
1521.EB142.s.6.1.sequences	281765	279103	237955	228410	275636	0	0
1521.EB141.s.6.1.sequences	286775	274356	233299	225835	267488	0	0
1521.EB140.s.6.1.sequences	248577	246418	214291	201276	242025	0	0
1521.EB139.s.6.1.sequences	264228	263164	229295	219720	259255	0	0
1521.EB138.s.6.1.sequences	107758	89067	58114	54852	85238	0	0
1521.EB137.s.6.1.sequences	120476	40853	24944	24258	100492	0	0
1521.EB136.s.6.1.sequences	141761	138930	104442	100176	137284	0	0
1521.EB135.s.6.1.sequences	232713	206198	151752	146263	201165	0	0
1521.EB134.s.6.1.sequences	179551	167272	123857	117031	162159	0	0
1521.EB133.s.6.1.sequences	185381	175496	145486	138928	170418	0	0
1521.EB132.s.6.1.sequences	187797	185714	157358	149688	183723	0	0
1521.EB131.s.6.1.sequences	194314	193424	169587	163587	190618	0	0
1521.EB130.s.6.1.sequences	39906	18628	12063	11502	33781	0	0
1521.EB129.s.6.1.sequences	217691	204919	174735	166388	206375	0	0
1521.EB128.s.6.1.sequences	258280	205732	161988	157137	218657	0	0
1521.EB127.s.6.1.sequences	70225	16538	6893	6692	58281	0	0
1521.EB126.s.6.1.sequences	71607	23628	12958	12459	58081	0	0
1521.EB125.s.6.1.sequences	176329	173644	150823	146315	169463	0	0
1521.EB124.s.6.1.sequences	127750	127251	112368	106383	125854	0	0
1521.EB123.s.6.1.sequences	119177	110801	94781	91051	111824	0	0
1521.EB122.s.6.1.sequences	58055	9718	3426	3242	49122	0	0
1521.EB121.s.6.1.sequences	204206	183072	139630	133997	178059	0	0
1521.EB120.s.6.1.sequences	126901	35681	15410	14723	104235	0	0
1521.EB119.s.6.1.sequences	239115	233208	187889	179971	227155	0	0
1521.EB118.s.6.1.sequences	142838	136527	118611	113959	137682	0	0
1521.EB117.s.6.1.sequences	231153	229328	196096	188643	224951	0	0
1521.EB116.s.6.1.sequences	163486	161460	138872	133342	157345	0	0
1521.EB115.s.6.1.sequences	128550	126141	109046	104792	124216	0	0
1521.EB114.s.6.1.sequences	220422	118773	73528	67880	194228	0	0
1521.EB113.s.6.1.sequences	364980	356410	277439	265270	348817	0	0
1521.EB112.s.6.1.sequences	300571	287929	226974	216399	283719	0	0
1521.EB111.s.6.1.sequences	343655	335038	272259	261085	329168	0	0
1521.EB110.s.6.1.sequences	164142	141256	108412	103249	143328	0	0
1521.EB109.s.6.1.sequences	177992	174137	144844	139310	169447	0	0
1521.EB108.s.6.1.sequences	115571	102082	70166	66431	94278	0	0
1521.EB107.s.6.1.sequences	1558	746	456	426	1267	0	0
1521.EB106.s.6.1.sequences	298866	297185	257890	245761	293004	0	0
1521.EB105.s.6.1.sequences	281735	255163	207771	199587	256637	0	0
1521.EB104.s.6.1.sequences	309667	309182	269425	254279	304723	0	0
1521.EB103.s.6.1.sequences	223055	222400	187682	179486	218626	0	0
1521.EB102.s.6.1.sequences	156927	146988	124429	115683	146492	0	0
1521.EB101.s.6.1.sequences	157720	154926	132343	126238	150835	0	0
1521.EB100.s.6.1.sequences	117735	107574	92113	87603	109023	0	0
1521.EB099.s.6.1.sequences	112518	112377	100348	97439	110947	0	0
1521.EB098.s.6.1.sequences	163794	97680	68311	66076	135057	0	0
1521.EB097.s.6.1.sequences	224607	203940	165635	159979	197021	0	0
1521.EB096.s.6.1.sequences	74026	71433	57950	55496	65387	0	0
1521.EB095.s.6.1.sequences	174742	163548	137680	132852	163052	0	0
1521.EB094.s.6.1.sequences	83405	79207	65010	62288	80243	0	0
1521.EB093.s.6.1.sequences	24224	17083	13268	12610	22191	0	0
1521.EB092.s.6.1.sequences	66984	57200	45892	43241	62134	0	0
1521.EB091.s.6.1.sequences	45051	18168	11747	11281	36692	0	0
1521.EB090.s.6.1.sequences	279165	246509	201479	194386	245877	0	0
1521.EB089.s.6.1.sequences	246332	231468	193613	185646	227753	0	0
1521.EB088.s.6.1.sequences	146715	146437	124927	119855	144093	0	0
1521.EB087.s.6.1.sequences	115384	109751	94927	91636	110506	0	0
1521.EB086.s.6.1.sequences	82120	76430	57650	54995	77952	0	0
1521.EB085.s.6.1.sequences	132680	125878	102127	98283	120877	0	0
1521.EB084.s.6.1.sequences	128136	127683	109453	104783	125392	0	0
1521.EB083.s.6.1.sequences	128380	128297	110774	107108	126085	0	0
1521.EB082.s.6.1.sequences	176074	107634	82088	76974	158044	0	0
1521.EB081.s.6.1.sequences	203774	185355	153708	148048	190341	0	0
1521.EB080.s.6.1.sequences	116312	53570	35087	33636	95866	0	0
1521.EB079.s.6.1.sequences	220965	203700	167239	161268	200071	0	0
1521.EB078.s.6.1.sequences	48664	28771	20387	19417	40739	0	0
1521.EB077.s.6.1.sequences	79484	66031	54218	51827	73317	0	0
1521.EB076.s.6.1.sequences	66809	53891	44980	42836	63003	0	0
1521.EB075.s.6.1.sequences	53068	29203	23214	22328	48019	0	0
1521.EB074.s.6.1.sequences	136035	84851	70759	68171	129340	0	0
1521.EB073.s.6.1.sequences	182939	174091	141168	133729	169086	0	0
1521.EB072.s.6.1.sequences	108011	12272	3363	3227	96409	0	0
1521.EB071.s.6.1.sequences	131371	92339	72399	69449	119599	0	0
1521.EB070.s.6.1.sequences	146620	143103	123309	118560	140178	0	0
1521.EB069.s.6.1.sequences	62459	42352	28380	27169	48383	0	0
1521.EB068.s.6.1.sequences	82428	73288	62473	59917	78227	0	0
1521.EB067.s.6.1.sequences	172556	166068	140790	134994	166295	0	0
1521.EB066.s.6.1.sequences	179056	169688	129088	120946	171340	0	0
1521.EB065.s.6.1.sequences	146886	144919	120345	115125	142998	0	0
1521.EB064.s.6.1.sequences	136957	133991	111137	102240	133807	0	0
1521.EB063.s.6.1.sequences	134472	134085	111007	105650	132086	0	0
1521.EB062.s.6.1.sequences	82628	67060	51001	47828	71995	0	0
1521.EB061.s.6.1.sequences	103151	85436	67031	63084	90175	0	0
1521.EB060.s.6.1.sequences	105504	101861	85108	78383	101757	0	0
1521.EB059.s.6.1.sequences	55930	34358	25320	24076	47600	0	0
1521.EB058.s.6.1.sequences	222369	182789	133949	127702	181857	0	0
1521.EB057.s.6.1.sequences	242953	211546	173530	166611	218227	0	0
1521.EB056.s.6.1.sequences	291028	280489	236345	222665	275148	0	0
1521.EB055.s.6.1.sequences	193907	179630	146646	139045	174963	0	0
1521.EB054.s.6.1.sequences	133110	108899	80713	75504	111850	0	0
1521.EB053.s.6.1.sequences	117373	115489	99931	96224	114682	0	0
1521.EB052.s.6.1.sequences	120189	119458	100406	93411	117796	0	0
1521.EB051.s.6.1.sequences	121971	121427	102757	96706	119449	0	0
1521.EB050.s.6.1.sequences	456863	429233	365922	336753	431981	0	0
1521.EB049.s.6.1.sequences	329498	324552	280239	267630	322912	0	0
1521.EB048.s.6.1.sequences	245014	231022	194415	180940	232965	0	0
1521.EB047.s.6.1.sequences	277146	270614	234468	224414	268620	0	0
1521.EB046.s.6.1.sequences	187423	186520	159815	149021	184749	0	0
1521.EB045.s.6.1.sequences	168677	164777	139656	133187	158255	0	0
1521.EB044.s.6.1.sequences	105962	100580	80143	76454	97402	0	0
1521.EB043.s.6.1.sequences	77356	22941	13075	12570	63453	0	0
1521.EB042.s.6.1.sequences	168915	38559	15119	14176	142763	0	0
1521.EB041.s.6.1.sequences	425631	405236	342136	324859	400898	0	0
1521.EB040.s.6.1.sequences	247288	187931	132328	123470	192971	0	0
1521.EB039.s.6.1.sequences	229230	208834	171155	163238	210156	0	0
1521.EB038.s.6.1.sequences	199958	188920	148945	137856	182783	0	0
1521.EB037.s.6.1.sequences	124476	116061	95806	90051	114565	0	0
1521.EB036.s.6.1.sequences	144339	133673	112750	106495	135621	0	0
1521.EB035.s.6.1.sequences	137843	112163	91915	87530	122220	0	0
1521.EB034.s.6.1.sequences	107757	32580	16969	15709	86083	0	0
1521.EB033.s.6.1.sequences	67812	7743	4260	4009	61291	0	0
1521.EB032.s.6.1.sequences	97103	81968	69934	65126	91591	0	0
1521.EB031.s.6.1.sequences	86978	79336	71766	69336	83970	0	0
1521.EB030.s.6.1.sequences	101926	78698	58824	55574	84062	0	0
1521.EB029.s.6.1.sequences	103772	102733	88604	84692	101723	0	0
1521.EB028.s.6.1.sequences	86298	76886	61509	57128	78653	0	0
1521.EB027.s.6.1.sequences	67924	46879	34119	32445	53816	0	0
1521.EB026.s.6.1.sequences	162709	159865	141301	139308	156442	0	0
1521.EB025.s.6.1.sequences	126042	16992	9893	9842	114097	0	0
1521.EB024.M.s.6.1.sequences	6	5	5	4	6	0	0
1521.EB024.s.6.1.sequences	200455	190822	166336	163356	190490	0	0
1521.EB023.s.6.1.sequences	273642	249918	206361	201871	248948	0	0
1521.EB022.s.6.1.sequences	221239	192692	156328	152187	200880	0	0
1521.EB021.M.s.6.1.sequences	289810	284686	201015	195905	280518	0	0
1521.EB021.s.6.1.sequences	132192	108444	77854	76294	117236	0	0
1521.EB020.M.s.6.1.sequences	254819	254671	215905	210028	251155	0	0
1521.EB020.s.6.1.sequences	229663	221536	186411	181544	218794	0	0
1521.EB019.M.s.6.1.sequences	175897	158199	138546	133813	161575	0	0
1521.EB017.M.s.6.1.sequences	183037	175536	141875	139119	169367	0	0
1521.DL3.s.6.1.sequences	87813	87709	82501	81135	87150	0	0
1521.DL1.s.6.1.sequences	104093	102400	92687	88722	103257	0	0
1521.DF3.s.6.1.sequences	458231	457158	386289	375134	447561	0	0
1521.DF2.s.6.1.sequences	9	9	7	7	7	0	0
1521.DF1.M.s.6.1.sequences	209148	208986	175621	170627	205107	0	0
1521.DF1.s.6.1.sequences	202745	201276	164564	159057	196207	0	0
1521.CT3.s.6.1.sequences	16609	3466	2637	2635	15280	0	0
1521.CT1.s.6.1.sequences	17186	11608	10004	10070	15798	0	0
1521.CR1.s.6.1.sequences	237592	237256	206340	199614	232597	0	0
1521.CO3.s.6.1.sequences	201551	201077	175957	171685	197691	0	0
1521.CO2.s.6.1.sequences	141842	135946	110703	108025	135326	0	0
1521.CO1.s.6.1.sequences	137862	137113	116310	112482	133620	0	0
1521.CM1.s.6.1.sequences	29539	20096	15132	14489	24560	0	0
1521.CL4.s.6.1.sequences	118940	115685	94960	91376	114903	0	0
1521.CL3.s.6.1.sequences	6051	871	525	524	5726	0	0
1521.CL2.s.6.1.sequences	41341	20368	14351	13756	35608	0	0
1521.CL1.M.s.6.1.sequences	249624	248938	209545	203128	243642	0	0
1521.CL1.s.6.1.sequences	222079	201413	168412	162922	213582	0	0
1521.CF3.s.6.1.sequences	186400	183877	158822	144448	183369	0	0
1521.CF1.s.6.1.sequences	13173	3306	2679	2671	12679	0	0
1521.CA2.s.6.1.sequences	214431	207019	173226	168408	203753	0	0
1521.CA1.s.6.1.sequences	232214	230407	198222	192960	225903	0	0
1521.BZ1.s.6.1.sequences	183848	181582	151137	147306	179338	0	0
1521.BP1.s.6.1.sequences	248162	246898	209575	203695	242042	0	0
1521.AR3.M.s.6.1.sequences	176181	175538	151472	140523	173211	0	0
1521.AR3.s.6.1.sequences	150587	146945	130595	118521	146518	0	0
1521.AR2.s.6.1.sequences	93709	89033	76794	72645	88494	0	0
1521.AR1.s.6.1.sequences	62936	60538	53550	48412	61709	0	0
1521.AF3.s.6.1.sequences	62552	61679	50884	49421	60058	0	0
1521.AF1.s.6.1.sequences	84491	84086	75792	72636	83915	0	0
1521.Abi.I.s.6.1.sequences	62786	62669	58000	56812	62364	0	0
1521.Abi.3.s.6.1.sequences	39317	36871	31263	30165	35938	0	0
1521.93.W.s.6.1.sequences	211607	210142	135147	127417	205478	0	0
1521.92.W.s.6.1.sequences	175671	165549	96974	91562	154726	0	0
1521.91.W.s.6.1.sequences	204196	203598	134793	127957	199732	0	0
1521.90.W.s.6.1.sequences	171352	167292	117928	112445	161827	0	0
1521.9.W.s.6.1.sequences	114901	77309	56049	53154	108201	0	0
1521.89.W.s.6.1.sequences	146976	138595	92568	88097	142016	0	0
1521.88.W.s.6.1.sequences	173183	163843	116156	112253	170432	0	0
1521.87.W.s.6.1.sequences	176006	165938	103151	96866	165558	0	0
1521.86.W.s.6.1.sequences	212197	210668	143019	137001	207917	0	0
1521.85.W.s.6.1.sequences	211066	208220	134333	127236	204774	0	0
1521.84.W.s.6.1.sequences	192388	192181	117289	109940	188209	0	0
1521.83.W.s.6.1.sequences	138851	134663	81926	76175	135284	0	0
1521.82.W.s.6.1.sequences	144313	141989	86001	80724	140545	0	0
1521.81.W.s.6.1.sequences	120188	107849	51642	47693	102968	0	0
1521.80.W.s.6.1.sequences	140719	111886	55231	50317	126194	0	0
1521.8.W.s.6.1.sequences	154313	151784	107703	103005	150182	0	0
1521.79.W.s.6.1.sequences	80734	65705	32362	29603	73552	0	0
1521.78.W.s.6.1.sequences	127380	95656	47452	43876	102415	0	0
1521.77.W.s.6.1.sequences	85508	78619	43730	40112	79523	0	0
1521.76.W.s.6.1.sequences	97462	86690	46519	42898	87284	0	0
1521.75.W.s.6.1.sequences	109025	105778	52820	48194	100695	0	0
1521.74.W.s.6.1.sequences	106177	105870	62632	58015	103810	0	0
1521.73.W.s.6.1.sequences	123932	121849	71595	65951	118558	0	0
1521.72.W.s.6.1.sequences	211182	193232	118756	110635	188573	0	0
1521.71.W.s.6.1.sequences	169830	169553	84463	74983	167032	0	0
1521.70.W.s.6.1.sequences	162150	161423	83581	76246	156528	0	0
1521.7.W.s.6.1.sequences	187558	187387	133802	125049	181797	0	0
1521.69.W.s.6.1.sequences	139068	133367	68695	63481	126394	0	0
1521.68.W.s.6.1.sequences	154453	148190	83006	76647	140532	0	0
1521.67.W.s.6.1.sequences	201921	199518	139027	131300	195134	0	0
1521.66.W.s.6.1.sequences	106779	105275	48102	43955	100738	0	0
1521.65.W.s.6.1.sequences	106972	85049	45533	42650	88423	0	0
1521.64.W.s.6.1.sequences	142576	134890	64270	57680	132901	0	0
1521.63.W.s.6.1.sequences	151945	139526	78331	73511	138772	0	0
1521.62.W.s.6.1.sequences	140596	140504	77586	71799	137652	0	0
1521.61.W.s.6.1.sequences	120928	120766	60701	55353	118356	0	0
1521.60.W.s.6.1.sequences	98324	97327	45447	41401	95161	0	0
1521.6.W.s.6.1.sequences	95523	88787	62098	58539	90224	0	0
1521.59.W.s.6.1.sequences	126651	126128	61922	55867	122774	0	0
1521.58.W.s.6.1.sequences	117068	116565	52369	46903	112772	0	0
1521.57.W.s.6.1.sequences	119965	119493	64382	59602	117079	0	0
1521.56.W.s.6.1.sequences	256561	252912	149381	139702	248242	0	0
1521.55.W.s.6.1.sequences	178962	176839	127754	123007	173361	0	0
1521.54.W.s.6.1.sequences	134624	127848	77433	73016	123252	0	0
1521.53.W.s.6.1.sequences	149791	148682	84891	78267	145311	0	0
1521.52.W.s.6.1.sequences	144748	142042	74873	68637	136991	0	0
1521.51.W.s.6.1.sequences	137237	134830	81767	75205	131969	0	0
1521.50.W.s.6.1.sequences	91691	81629	59760	57095	86166	0	0
1521.5.W.s.6.1.sequences	136635	136332	94355	89921	134055	0	0
1521.49.W.s.6.1.sequences	83453	74280	52764	50092	78455	0	0
1521.48.W.s.6.1.sequences	170764	167280	124113	117046	166877	0	0
1521.330.5.s.7.1.sequences	39578	39050	32315	31032	38510	0	0
1521.330.4.s.7.1.sequences	38669	38648	28210	26681	38005	0	0
1521.330.3.s.7.1.sequences	29194	29157	22323	21317	28618	0	0
1521.330.2.s.7.1.sequences	20813	20746	16110	15522	20336	0	0
1521.330.1.1.s.7.1.sequences	46763	46424	32528	31102	45395	0	0
1521.330.1.s.7.1.sequences	46755	46358	38907	37706	45958	0	0
1521.231.9.s.7.1.sequences	47808	47781	31714	30028	46396	0	0
1521.231.8.s.7.1.sequences	33455	33449	22223	21387	32694	0	0
1521.231.7.s.7.1.sequences	26866	26842	19422	18781	26320	0	0
1521.231.6.s.7.1.sequences	46388	46346	34538	33586	45415	0	0
1521.231.5.s.7.1.sequences	38644	38614	26503	25542	37821	0	0
1521.231.4.s.7.1.sequences	35978	35972	25242	24208	35249	0	0
1521.231.3.s.7.1.sequences	17001	16993	11268	10909	16631	0	0
1521.231.2.s.7.1.sequences	39790	39576	26345	25401	38687	0	0
1521.231.1.1.s.7.1.sequences	49256	49211	32389	31126	47940	0	0
1521.231.1.s.7.1.sequences	29010	28955	22932	22380	28566	0	0
1521.230.9.s.7.1.sequences	47496	47484	32661	30737	46508	0	0
1521.230.8.s.7.1.sequences	30147	30049	23804	23016	29708	0	0
1521.230.7.s.7.1.sequences	35257	35210	26289	25042	34781	0	0
1521.230.6.s.7.1.sequences	41946	41929	32052	30787	41340	0	0
1521.230.5.s.7.1.sequences	43232	43190	32161	30772	42595	0	0
1521.230.4.s.7.1.sequences	21292	21269	16033	15323	20992	0	0
1521.230.3.s.7.1.sequences	34508	34487	23469	22392	33906	0	0
1521.230.2.s.7.1.sequences	42797	42156	29362	27923	41283	0	0
1521.230.11.s.7.1.sequences	41415	41201	28077	26714	40279	0	0
1521.230.1.1.s.7.1.sequences	38577	37574	27626	26784	36991	0	0
1521.230.1.s.7.1.sequences	34049	34039	25377	23046	33491	0	0
1521.229.9.s.7.1.sequences	27629	27336	22893	22424	27076	0	0
1521.229.8.s.7.1.sequences	58948	58925	47710	46526	57941	0	0
1521.47.W.s.6.1.sequences	208242	207942	167134	162270	204868	0	0
1521.46.W.s.6.1.sequences	179824	179141	144475	138088	177468	0	0
1521.45.W.s.6.1.sequences	165618	164941	128137	123008	163146	0	0
1521.44.W.s.6.1.sequences	189816	187454	151012	146794	183448	0	0
1521.43.W.s.6.1.sequences	169083	168094	136277	129938	165246	0	0
1521.42.W.s.6.1.sequences	127115	126794	107031	99591	125574	0	0
1521.41.W.s.6.1.sequences	176330	176181	142133	136552	172985	0	0
1521.40.W.s.6.1.sequences	337554	331484	246639	225654	326837	0	0
1521.4.W.s.6.1.sequences	117935	117812	93124	85663	116789	0	0
1521.39.W.s.6.1.sequences	202097	176974	129170	119320	189874	0	0
1521.38.W.s.6.1.sequences	130116	54282	28525	26758	119871	0	0
1521.37.W.s.6.1.sequences	155865	134412	94241	87288	150695	0	0
1521.36.W.s.6.1.sequences	124907	105483	74177	71600	116701	0	0
1521.35.W.s.6.1.sequences	153143	132513	84167	79088	143187	0	0
1521.34.W.s.6.1.sequences	147582	136792	54058	45638	135114	0	0
1521.33.W.s.6.1.sequences	97789	70621	44022	41387	90152	0	0
1521.32.W.s.6.1.sequences	97751	72800	30985	28130	86859	0	0
1521.31.W.s.6.1.sequences	66163	47309	26473	24423	59590	0	0
1521.30.W.s.6.1.sequences	121680	105208	47431	42320	111361	0	0
1521.3.W.s.6.1.sequences	138880	137952	119446	114577	135832	0	0
1521.29.W.s.6.1.sequences	93115	85036	40042	36146	83588	0	0
1521.28.W.s.6.1.sequences	158307	157248	77972	69021	154761	0	0
1521.27.W.s.6.1.sequences	81738	77957	37970	32918	79299	0	0
1521.26.W.s.6.1.sequences	136376	136089	65992	59162	131051	0	0
1521.25.W.s.6.1.sequences	87090	84248	34853	30684	82016	0	0
1521.24.W.s.6.1.sequences	149638	146589	72671	65993	145824	0	0
1521.23.W.s.6.1.sequences	172856	172346	128892	121354	170564	0	0
1521.22.W.s.6.1.sequences	151605	150728	98465	93103	147894	0	0
1521.21.W.s.6.1.sequences	192665	192347	153047	146681	187547	0	0
1521.20.W.s.6.1.sequences	110534	108362	74356	69182	108373	0	0
1521.2.W.s.6.1.sequences	129063	128643	114496	113481	126887	0	0
1521.19.W.s.6.1.sequences	140688	140470	110149	63981	138242	0	0
1521.18.W.s.6.1.sequences	112583	111138	69914	65647	108630	0	0
1521.17.W.s.6.1.sequences	59855	51871	38089	36137	56074	0	0
1521.16.W.s.6.1.sequences	172011	148977	99996	95711	156504	0	0
1521.15.W.s.6.1.sequences	168409	150409	114174	109759	159661	0	0
1521.14.W.s.6.1.sequences	176429	155289	71943	66035	157540	0	0
1521.13.W.s.6.1.sequences	167893	139856	93323	89034	151104	0	0
1521.12.W.s.6.1.sequences	191176	163450	124510	120070	171332	0	0
1521.11.W.s.6.1.sequences	149219	97269	68897	67067	138684	0	0
1521.10.W.s.6.1.sequences	159218	144691	96962	92171	148245	0	0
1521.1.W.s.6.1.sequences	93701	81183	61339	59825	86272	0	0
1526.Halls10R1	156951	153696	121062	117457	149411	43303	0
1526.Halls10R2	154134	88512	61891	60245	132385	24693	0
1526.HCanyon10R1	66448	64222	53241	52182	62880	22945	0
1526.HCanyon10R2	44024	43966	36539	35505	42521	15775	0
1526.HCanyon10R3	33888	31370	27118	26275	32895	11698	0
1526.HCanyon11R1	62094	60273	50089	48608	59390	20309	0
1526.HCanyon11R2	40198	39433	32513	31736	38674	13070	0
1526.HCanyon11R3	63602	59063	47571	45471	58709	18348	0
1526.HCanyon12R1	57681	49048	39757	38943	53209	15678	0
1526.HCanyon12R2	47627	42699	34197	32949	44079	14287	0
1526.HCanyon12R3	77180	75034	61328	59686	73172	23831	0
1526.Stillton10R1	145640	145174	118714	116558	143242	51338	0
1526.Stillton10R2	146896	146746	120172	117199	144633	49022	0
1526.Stillton10R3	103616	95973	78231	76821	98374	34310	0
1526.Stillton11R1	117654	114324	93226	90703	114743	39061	0
1526.Stillton11R3	156543	146115	116879	113990	145874	48709	0
1526.Halls9R1	102129	100573	75221	72396	95161	28921	0
1526.Halls9R2	110883	107887	80156	77433	103201	30668	0
1526.HCanyon9R1	78590	78437	63594	61483	76458	26536	0
1526.HCanyon9R2	60680	60001	48580	46829	57910	20563	0
1526.HCanyon9R3	89036	86547	68969	66441	83853	29458	0
1526.Stillton9R1	154914	150395	119334	117113	149120	50261	0
1526.Stillton9R2	126856	126628	103182	101152	124869	43741	0
1526.Stillton9R3	151413	149556	118959	116667	143785	48119	0
1526.CrustControlR1	89687	87088	72140	69768	84713	31843	0
1526.CrustControlR2	93452	90748	76339	73892	90253	34269	0
1526.CrustControlR3	88284	82036	67209	65151	81139	32344	0
1526.Halls0R1	182031	176725	130008	123177	170538	62518	0
1526.Halls0R2	253094	252200	183043	173385	242185	89457	0
1526.HCanyon0R1	302726	298106	243889	234063	292235	108705	0
1526.HCanyon0R2	341307	322283	250005	237242	320148	117799	0
1526.HCanyon0R3	67420	66688	52319	49856	63383	23109	0
1526.Stillton0R1	166222	165255	134400	130332	160566	55865	0
1526.Stillton0R2	167254	166698	132312	127524	162289	58354	0
1526.Stillton0R3	184158	181580	128405	120815	174349	63561	0
1526.Halls1R1	171110	160843	111048	105144	152287	48132	0
1526.Halls1R2	172365	168594	123483	120203	160197	58934	0
1526.Halls2R1	84306	74464	64830	63920	76486	29513	0
1526.Halls2R2	85410	80645	73943	73177	81026	34171	0
1526.Halls3R1	111046	109781	92375	90187	106373	41119	0
1526.Halls3R2	64894	44244	30602	29893	51119	13035	0
1526.Halls4R1	86183	74796	65748	63754	83500	30719	0
1526.Halls4R2	80335	63943	54805	53084	76423	25631	0
1526.Halls5R1	117164	111963	94964	93191	113046	42507	0
1526.Halls5R2	41452	13259	7997	7753	36482	3571	0
1526.Halls6R1	37739	30568	24500	23792	35792	9543	0
1526.Halls6R2	59826	58671	45564	44351	57342	18674	0
1526.Halls7R1	81431	76570	61431	59073	74961	24244	0
1526.Halls7R2	134125	133236	109238	106730	129398	41894	0
1526.Halls8R1	99315	96206	76652	74181	92473	28044	0
1526.Halls8R2	31784	30917	25028	24331	30528	10099	0
1526.HCanyon1R1	137827	134307	110533	106462	128443	53249	0
1526.HCanyon1R2	179115	173145	143702	138129	168334	68648	0
1526.HCanyon1R3	219675	216460	183758	177284	212614	90809	0
1526.HCanyon2R1	199219	191371	149113	143646	186514	59139	0
1526.HCanyon2R2	154959	150526	121307	117647	146044	50159	0
1526.HCanyon2R3	188908	183649	144982	140136	179010	59443	0
1526.HCanyon3R1	170246	170072	132764	128494	166273	60921	0
1526.HCanyon3R2	176315	175965	140314	135279	171322	61526	0
1526.HCanyon3R3	175460	175321	136626	131276	171138	60968	0
1526.HCanyon4R1	187385	187127	156802	152802	183740	63011	0
1526.HCanyon4R2	171429	170720	137044	132057	165662	51446	0
