,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
g__Treponema(158),0.10628801528999268,0.0031162660842165286,0.23633858323799073,0.0802971712267476,0.2161883334885647,0.0,0.000403985995152168,0.055796982324225024,0.019501664176953114,0.03631020877856321,0.03758425119184613,0.015167352024340981,0.005284536138966518,0.13200975825696598,0.052548334823449276,0.0031645569620253164,0.0,0.0,0.0,0.0
g__Atopobium(32),0.11520257724301844,0.02509469696969697,0.1935763888888889,0.16675612699993508,0.20537084121159202,0.0,0.00023674242424242428,0.0,0.0030776515151515155,0.0,0.00047348484848484855,0.018125,0.0,0.26861426767676766,0.0,0.0034722222222222225,0.0,0.0,0.0,0.0
g__[Prevotella](99),0.13267942521842238,0.00616872656783965,0.19348213388941593,0.15643414415344242,0.2424690940484304,0.0,7.77000777000777e-05,0.0,0.0005316321105794789,0.0012000345333678666,0.022524389191055857,0.024465510558792543,0.0022446689113355778,0.20474892625085175,0.012895914411065926,7.77000777000777e-05,0.0,0.0,0.0,0.0
g__Desulfomonile(30),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1976507781346491,0.015061793045664013,0.28683435739887353,0.1,0.0,0.034408602150537634,0.0,0.15771113593694241,0.19166666666666668,0.0,0.016666666666666666,0.0,0.0
g__Glycomyces(16),0.26691354816354823,0.0,0.0,0.0,0.0,0.0,0.029962998712998717,0.16750259875259874,0.23285070785070788,0.0,0.0,0.21050824175824176,0.0,0.08779761904761905,0.004464285714285715,0.0,0.0,0.0,0.0,0.0
g__Ethanoligenens(21),0.10714285714285716,0.0,0.011904761904761908,0.0,0.04761904761904763,0.0,0.0,0.0,0.6031746031746033,0.0634920634920635,0.0,0.0,0.0,0.04761904761904763,0.11904761904761907,0.0,0.0,0.0,0.0,0.0
g__WCHB1-05(24),0.024999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.1169424019607843,0.09238153594771241,0.2616013071895425,0.08024918300653593,0.026041666666666664,0.13630514705882352,0.0,0.2310968137254901,0.030381944444444437,0.0,0.0,0.0,0.0
g__Phaeospirillum(24),0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.21820175438596492,0.08516081871345028,0.29166666666666663,0.0,0.05059523809523809,0.05555555555555555,0.0,0.2745144110275689,0.013888888888888888,0.0,0.0,0.0,0.0
g__Syntrophus(34),0.0009487666034155598,0.0,0.0,0.0,0.0,0.0,0.0,0.17247280994084063,0.16333199773303725,0.218027652823668,0.007877416700946114,0.007544132022310392,0.027022855912798988,0.03167420814479638,0.3239819188822984,0.04711824123588829,0.0,0.0,0.0,0.0
g__Azospirillum(31),0.06365591397849463,0.0064516129032258064,0.04838709677419355,0.0012903225806451613,0.03201228878648234,0.0,0.025161290322580646,0.1895852534562212,0.19665130568356373,0.1432258064516129,0.0,0.002304147465437788,0.0064516129032258064,0.002304147465437788,0.28021505376344086,0.002304147465437788,0.0,0.0,0.0,0.0
g__Rubrobacter(56),0.10592875902226626,0.030996011334157237,0.028949382413315992,0.11528974318901809,0.004839331326400293,0.0,0.015202076855403578,0.0004355400696864112,0.3504415706445969,0.0006613756613756614,0.012837966359609796,0.06712109834417827,0.018472906403940892,0.09783151386731317,0.09496652679560975,0.05602619771312781,0.0,0.0,0.0,0.0
g__Arthrobacter(31),0.31670613651251384,0.09008790748422084,0.01489889192617006,0.002502393919444611,0.0977153792394613,0.0018852115626309177,0.04377885815190705,0.015713836854389863,0.020750370980785734,0.0029704358621409303,0.003995812175535678,0.0868626189478724,0.0009463462804476631,0.19620724897222597,0.10310383709744496,0.00187471403280828,0.0,0.0,0.0,0.0
